Text,Category
friend fear lost mobile people becoming dependent mobile phone one three concerned losing phone would mean lose friend . 50 mobile owner reported phone stolen lost last three year . half 54 asked poll mobile firm intervoice said another address book . fifth rely entirely mobile . 80 uk adult least one mobile according official figure . estimated 53 65s mobile according intervoice figure higher aged 15 34. 15 24 year old 94 25 34 year old 92 least one . nineteen percent mobile owner concerned long would take find contact information phone lost stolen replaced . survey showed extent people become reliant phone address book . many mobile owner bother make back ups contact detail people changing phone year average becomes problem . also becoming le likely remember number heart relying mobile phone book instead . nation lazy so david noone intervoice said . put number phone call friend touch one two button certainly bothered write old fashioned address book . mobile phone play key role modern relationship take phone away way manage relationship fall apart . one three woman survey said thought lost phone would mean would lose touch people altogether . 62 said idea partner number . mr noone said mobile operator provide back service network instead relying mobile owner find way . generally information sim card backed physical memory card copied onto computer via cable phone smartphone model right software . sim back device bought phone shop pound . operator offer customer free web based back service . orange told bbc news website orange smartphones could use phone syncing service mean back ups address book data created online . non smartphone user memory mate card could used back data phone . o2 also offer free web based syncing service work gprs gsm . neither vodafone mobile currently offer free network service back ups encourage people use sim back device . thought 10 000 phone lost stolen every month 50 total street crime involves mobile . mobile phone sale expected continue growing next year . globally 167 million mobile phone sold third quarter 2004 26 previous year according analyst . predicted two billion handset use worldwide end 2005 .,tech
gatlin hayes win owen award american olympic star justin gatlin joanna hayes named winner 2004 jesse owen award usa track field usatf top honour . gatlin 22 closest 100m final game history career best time 9.85 second athens . also bronze 200m silver 4x100m relay becoming male athlete win three athletics medal summer . hayes 27 set olympic record 12.37 winning 100m hurdle . established 1981 jesse owen award named honour late olympic great four gold medal 1936 berlin game presented annually outstanding u male female track field performer . 2004 award presented 3 december conjunction usatf annual meeting portland . great honour win jesse owen award said gatlin . one biggest honour track field great end great year . hayes said knowing great people award knowing represents feel sense accomplishment pride let know everything worked always worth .,sport
junk e mail relentless rise spam traffic 40 putting total amount e mail junk astonishing 90 . figure e mail management firm email system alarm firm attempting cope amount spam box . virus traffic slowed denial service attack increase according firm . virus mail account 15 e mail traffic analysis firm found . longer multi national danger called denial service attack website bombarded request information rendered inaccessible . email system refers small uk based engineering firm received staggering 12 million e mail january . type spam currently sent subtlety altered last month according email system analysis . half spam received since christmas health related gambling porn also increase . scam mail offering way make quick buck declined 40 . january clearly month consumer le motivated purchase financial product put money dubious financial opportunity said neil hammerton managing director email system . spammer seem adapted output reflect focussing instead medically motivated pornographic offer presumably intentionally intended coincide traditionally considered bleakest month calendar said .,tech
murphy bruising battle call tough game . physical fair play italian made u work hard victory . organisation good proved getting better better year go . far strongest italian team faced . knew along would huge threat particularly first game championship . like day gone could get score board early . work sock try build score gradually . really hard work player plenty bump bruise prove . bad one two others feeling bit monday morning . back frustrated new rucking law little bit problematical . different interpretation referee player little difficult . managed get ball hand got try near end first half . always good score . great work brian always knew scored even though went upstairs video referee . eddie sullivan calm half time even though 8 6 ahead . spelled needed advocated getting ball territory . new ruck law made bit difficult get half . penalised lot breakdown kicked chance goal would behind break . really went back playing territory game simplifying thing patience ball . every one little game following injury brian gordon . yet know full extent injury good . focus scotland six day recover . big ask bruising encounter . impressed way scot played french saturday . could easily gone way couple decision . illusion going tough u . meantime rome ... .,sport
ireland win eclipse refereeing error international rugby board may step stop frustrated coach player publicly haranguing referee thing go belly . may go whole way nfl style video camera field slap vociferous perpetrator knuckle . irb want football scenario verbal slanging match often overshadow game . sunday explosive six nation clash lansdowne road good example ireland took another step towards first grand slam since 1948. game exciting come much improved england side enraged decision go way . one understand frustration . doubt ireland rub green 19 13 victory reaction england camp may endeared sport blazer . referee jonathan kaplan perfect mean two decision particular made villain piece . doubt whether kaplan would pleased comment made . public recourse criticism . simon mcdowell touch judge heavily criticised scotland coach matt williams defeat france . far england concerned query mark cueto first half effort went corner charlie hodgson kick . england coach andy robinson referred similar case ravenhill january ulster playing gloucester heineken cup . occasion david humphreys kicked tommy bowe touched corner try wiped . camera every conceivable angle pick anomaly . perhaps robinson right say referee gone upstairs josh lewsey driven irish line near end . lewsey claim touched full control . however one credit ireland flanker johnny connor cleverly scooping ball away blocking evidence touchdown . rugby everything tends even 80 minute . referee also missed england danny grewcock taking ronan gara ball allow martin corry sunday stroll line . stand moment classic game two old foe . many one take away . brian driscoll winning try well conceived come charlie hodgson brilliant kicking display another highlight . ronan gara tremendous ability control game also crucial component . defining moment came ireland cosh final 15 minute . two outstanding piece defensive play denied england allowed ireland hold . first denis hickie brilliant double tackle right hand corner . gobbled cueto another hodgson cross field kick regained foot stop lewsey scoring certain try . ireland second row colossus paul connell equally superb . england turned ireland one way defence cordon slowly disintegrating . england prop matt stevens ran full steam suck tackler . unfortunately ran connell hit hard hard wrestled ball away crucial turnover . spoke volume ireland back foot display defensive coach mike ford taking bow end . win game like showed ireland moved forward . may try win game defence win championship .,sport
post christmas lull lending uk mortgage lending showed post christmas lull january indicating slowing housing market lender said . council mortgage lender cml building society association bsa said lending sharply . cml said gross mortgage lending stood £17.9bn compared £21.8bn january last year . bsa said mortgage approval loan approved yet made £2bn £2.6bn january 2004. time british banker association bba said lending weaker . overall bba said mortgage lending rose £4bn january far smaller increase £5.1bn seen december . return weaker pattern lending seen last month 2004 bba added . however year year lending comparison striking . cml said lending house purchase gross mortgage lending 29 18 lower year year respectively . figure show beyond doubt recent slowdown housing market peter williams cml deputy director said .,business
fear raised ballet future fewer child uk following dainty footstep dancer like darcey bussell carving potential career ballet dancer . new research royal academy dance rad found fewer child age 10 attending ballet class taking exam discipline . organisation blame growing popularity computer game change lifestyle . fear trend reversed could fewer british ballet star future . rad found number youngster taking ballet exam drop almost 70 age 10 11. dance teacher eve trew taught ballet 48 year told bbc news seen vast change year . blamed modern lifestyle fall ballet attendance . think child many year ago many hobby said . trouble wide open computer gameboys everything else child got . result le time spent ballet lesson . hazel gilbert 23 information manager newcastle gave ballet age 10 typical problem . cool thing go big school think focused ballet want carry said . used love certain age becomes much disciplined want . started getting thing like swimming kickboxing ballet something wanted . m trew run dance school gateshead admitted would difficult reverse trend said many young ballet dancer longer willing make sacrifice succeed . dedicated disciplined . career got really want hard work . child day got time spend perfecting ... sad . currently two 16 principal dancer royal ballet darcey bussell jonathan cope british compared 16 21 principal 1985. spokesman english national ballet told bbc news although two 12 principal dancer british around quarter company dancer uk . said competition open audition london fierce talented dancer world . rad launched new competition try reverse decline british ballet . dame antoinette sibley president rad launched fonteyn nureyev young dancer competition earlier week . aimed child aged 10 13 hoped contest help keep british ballet evolving . spokeswoman rad said responsibility ignite passion nurture young dancer long term future ballet . need provide framework goal work towards constant support coaching environment work peer possibly leading artist choreographer . perhaps importantly provide opportunity experience performance . better way reignite passion ballet let experience thrill performance,entertainment
sociedad set rescue mladenovic ranger set loan favour midfielder dragan mladenovic real sociedad despite closure january transfer window . sociedad given special permission spanish fa sign player due injury crisis . mladenovic effectively replace former ranger midfielder mikel arteta loaned everton . sociedad say pay ranger £150 000 option buy serbia montenegro international . mladenovic loan move subject passing medical . 28 year old joined ranger red star belgrade £1.2m close season expected san sebastian later week following national side game bulgaria . sociedad 15th place 20 strong primera liga two point relegation zone . special permission spanish fa came injury central defender igor jauregi . versatile mladenovic also play back four . agent said last month ranger told find player new club . mladenovic time ibrox plagued injury made six start six month glasgow club .,sport
rock star sued ex girlfriend motley crue guitarist mick mar sued ex girlfriend $ 10 million £5.4 million claiming broke promise take care . woman robin mantooth said mar promised repeatedly would provide financial support event couple breaking . split december mantooth say mar denied agreement . asking los angeles court award half musician property monthly allowance damage . mantooth added pair became lover 1990 abandoned career documentary film maker move guitarist malibu home . also claiming mar 53 failed provide material support since ceased couple . motley crue recently reunited apart period five year . originally formed early 1980s scored six hit uk including girl girl girl 1987. embarking world tour later year take 60 city across u europe asia australia . mar real name bob allen deal underwent hip replacement surgery october . suffers degenerative rheumatic disease cause ligament tendon attach bone .,entertainment
plan give elderly care control elderly disabled people would choose budget personal care spent organised government plan . minister say elderly disabled people social worker able decide care stay home . also plan supremo adult service english area get different agency working together . government shunned opponent call free long term care . 1.7m people needing care england minister suggest number could quadruple 2050. monday consultation paper social care adult england aimed ending system generates dependency . health minister stephen ladyman said document antithesis nanny state . taking power away state giving individual saying help make decision going make . government already allowed local council give people money pay service directly take scheme disappointing . minister say new plan would make direct payment simpler try counter reluctance local council use payment . also want set new half way house social worker tell people much money available care help choose spend individual budget . scheme funded existing budget set 2008. mr ladyman said plan could deliver saving area freeing nh bed preventing illness . ruled free personal care england offer scotland wale saying unsustainable . david rogers local government association said agency working together kind innovation proposed government . tony hunter president association director social service said plan could improve dignity well thousand people . age concern argued social care chronically funded older people offered choice principle practice . director general gordon lishman said direct payment work service people choose locally . tory say people pay three year long term care directly insurance guaranteed free care rest life . tory spokesman simon burn said 80 000 long term care place lost since 1997. eight year persistent change dogmatic enforcement regulation overbearing government initiative need action vision said mr burn . lib dems say would fund free personal care new 50 tax rate income £100 000. health spokesman paul burstow said promoting independence sound good helping people live home goal share . risk independence turn isolation right support care available .,politics
common hunt protest charge eight protester stormed house common chamber debate hunting bill charged disorderly conduct . men arrested september bursting chamber causing hunting ban debate halted . charged included otis ferry 22 year old son rock star bryan ferry luke tomlinson 27 close friend prince william harry . charged section 5 public order act police said . five eight men held impromptu news conference outside charing cross police station monday evening charge formerly put . men solicitor matthew knight said time occurred men committing criminal offence . offence trespassing house common criminal offence said . parliament wanted make entering house common chamber foot criminal offence done retrospectively . prosecuted . prosecuted public order act offence . guilty . appear bow street magistrate court 21 december police spokesman said . otis ferry former eton pupil joint leader south shropshire hunt said regret . done nothing wrong beyond obvious stand right act like sheep like rest country . one men david redvers 34 hartpury gloucestershire said seven protester would plead guilty charge . protester john holliday 37 huntsman ledbury herefordshire robert thame 34 play polo prince charles team highgrove auctioneer andrew elliot 42 bromesberrow near ledbury point point jockey richard wakeham 34 york former royal chef nick wood 41. 15 september protest came day huge pro hunting demonstration parliament square . four men ran behind speaker chair another wrestled past doorkeeper different entrance . five tried confront mp bundled chamber later led away handcuffed police . three others intercepted security staff tried join five chamber . speaker michael martin later said men used forged letter gain access house common helped get close chamber parliamentary pas holder . november use parliament act meant total ban hunting dog england wale . however many pro hunt activist remained defiant law passed saying would ignore ban continue hunt . last week countryside alliance said 250 hunt would meet legally day ban hunting dog come force . alliance said 19 february meet would show new law impossibly difficult determine open different interpretation .,politics
hantuchova dubai last eight daniela hantuchova moved quarter final dubai open beating elene likhotseva russia 7 5 6 4 face serena williams . australian open champion williams survived early scare beat russia elena bovina 1 6 6 1 6 4. world number one lindsay davenport anastasia myskina also progressed . davenport defeated china jie zheng 6 2 7 5 french open champion myskina sailed opponent marion bartoli retired hurt . american davenport face fellow former wimbledon champion conchita martinez spain ousted seventh seeded nathalie dechy france 6 1 6 2. myskina face eighth seed patty schnyder switzerland defeated china li na 6 3 7 6 10 8 . quarter final pit wild card sania mirza india jelena jankovic serbia montenegro tuesday . meeting martinez davenport belief room improvement game . started well finished well played game middle said . williams also far content . know said . really windy played wind . shot going . hantuchova upbeat mood ahead clash younger williams sister handed first round bye . feel advantage serena already played two match court said . difficult court play . fast sometimes feel control ball .,sport
blair return peace mission prime minister tony blair arrived back diplomatic mission middle east try resurrect peace process . mr blair held talk israeli counterpart ariel sharon palestinian leader mahmoud abbas . confirmed renewed drive reform palestinian authority address security issue would come london conference march . mr blair also made surprise trip iraq week . israeli described meeting important said would need attend . mr blair briefly visited tomb yasser arafat ramallah first world leader . nodded briefly towards tomb rather lay wreath palestinian official said compromise gesture agreed last minute . bbc paul reynolds say london conference limited measure shore leadership mahmoud abbas also known abu mazen expected win palestinian presidential election 9 january . news conference following talk mr blair mr abbas said british prime minister unique position help u progress peaceful pursuit . added endeavour hold conference london another example deep commitment purpose . interview bbc political editor andrew marr mr blair said getting progress israeli palestinian would tough least got first step . mr blair acknowledged people believed close israeli said israeli entitled expect palestinian give terrorism . argued mr sharon committed internationally agreed roadmap peace plan said bid disengage gaza part peace process end . earlier mr sharon said seen slightest step palestinian working end terror attack though acknowledged palestinian leader middle election campaign could hampering effort . visiting israel mr blair made surprise visit iraq met leader baghdad first trip city . briefed preparation national poll scheduled next month threatened deadly campaign insurgent violence . also flew basra southern iraq british force stationed .,politics
wright phillips start right england coach sven goran eriksson revealed shaun wright phillips start netherlands . wright phillips make first start england playing left widely expected . shaun wright phillips probably start game said eriksson . going start wright phillips left . eriksson also revealed wes brown start alongside jamie carragher injury hit centre defence . asked brown carragher would start eriksson replied could tell yes . blow four five central defender away injury . hand good carragher brown show level . positive . england coach said impressed wright phillips form manchester city . deserves chance . playing well season look forward seeing . added andy johnson stewart downing two new player squad would also get chance impress . wright phillips downing johnson start get chance play part . johnson plan year ago great season scoring lot goal . downing another one making great season . young talented many left footed player squad .,sport
holmes start 2005 gb event kelly holmes start 2005 series race britain . holmes make first track appearance home soil since winning double olympic gold january norwich union international glasgow . also run grand prix birmingham february may defend indoor aaa 800m title sheffield earlier month . still competitive still want win said . athlete wait get back track . added event also great opportunity thank british public enormous level support given moment stepped plane greece . glasgow meeting see holmes compete 1500m five way match sweden france russia italy .,sport
format war could confuse user technology firm sony philip matsushita samsung developing common way stop people pirating digital music video . firm want make system ensures file play hardware make also thwart illegal copying . move could mean confusion consumer already faced many different conflicting content control system expert warned . say guarantee system even prevent piracy . currently many online store wrap downloadable file brand control system mean played small number medium player . system limit people file download known digital right management system . setting alliance work common control system firm said hope end current fragmentation file format . joint statement firm said wanted let consumer enjoy appropriately licensed video music device independent originally obtained content . firm hope also make harder consumer make illegal copy music movie digital content bought . called marlin joint development association alliance define basic specification every device made electronics firm conform . marlin built technology right management firm intertrust well earlier drm system developed group known coral consortium . move widely seen way four firm decide destiny content control system instead sign pushed apple microsoft . confusingly consumer technology come alliance sit alongside content control system rival firm microsoft apple . many way different drm system akin different physical format betamax vhs consumer seen past said ian fogg personal technology broadband analyst jupiter research . difference fragmented said . two horse race five six seven even eight horse race mr fogg said consumer careful buying digital content ensure would play device . said currently even incompatibility within drm family . although initiative microsoft play sure program could help remove uncertainty said life likely confusing consumer time come . shelley taylor analyst author report online music service said lock limit digital file done maximise cash firm make consumer . apple itunes service perfect example said . although itunes hugely successful apple could justify existence help sell ipod said . said rampant competition online music service 230 according recent figure could drive openness freer file format . always work consumer need win long run said service win long run one listen consumer earliest . m taylor said limit legal download service place file could help explain continuing popularity file sharing system let people get hold pirated pop . people want portability said peer peer 100 portability . cory doctorow european co ordinator electronic frontier foundation campaign consumer many cyber right issue expressed doubt marlin system would achieve aim . one system ever prevented piracy illegal copying said . said many firm readily admit drm system little protection skilled attacker organised crime gang responsible piracy . instead said mr doctorow drm system intended control group electronics firm hold consumer . studio label perceive opportunity sell medium ipod version auto version american uk version ringtone version .,tech
blog reading explodes america american becoming avid blog reader 32 million getting hooked 2004 according new research . survey conducted pew internet american life project showed blog readership shot 58 last year . growth attributable political blog written read u presidential campaign . despite explosive growth 60 online american still never heard blog survey found . blog web log online space people publish thought opinion spread news event word . company google microsoft provide user tool publish blog . rise blog spawned new desire immediate news information six million american using r aggregator . r aggregator downloaded pc programmed subscribe feed blog news site website . aggregator automatically compile latest information published online blog news site . reading blog remains far popular writing survey found . 7 120 million u adult use internet created blog web based diary . getting involved becoming popular though 12 saying posted material comment people blog . one 10 u internet user read political blog daily ko instapundit u presidential campaign . kerry voter slightly likely read bush voter . blog creator likely young well educated net savvy male good income college education survey found . also true average blog reader although survey found greater average growth blog readership among woman minority . survey conducted november involved telephone survey 1 324 internet user .,tech
galloway target new labour mp george galloway stand pro iraq war labour mp oona king next general election . mr galloway thursday £150 000 libel damage daily telegraph said would contest bethnal green london respect . glasgow kelvin mp expelled labour anti iraq war stance accused m king new labour stooge . m king said delighted chance take mr galloway . mr galloway current constituency set disappear planned boundary change scotland . 50 year old mp launched respect unity coalition january along 1 000 anti war activist muslim association britain . party declared aim end occupation iraq repeal anti union law end privatisation . speaking cafe brick lane east london mr galloway said accepted party invitation stand great honour pride . added constituency bethnal green bow new labour stooge mp . stooge sing song make speech dance anything told tony blair irrespective constituent adversely affected strongly feel contrary . m king represented constituency since 1997. said delighted given chance finish mr galloway believe . know many people around country grateful least constituent scotland shamelessly abandoned . june european parliament election respect failed gain enough vote mep come first tower hamlet borough covered common constituency bethnal green bow . month later gained council seat election st dunstan stepney green ward tower hamlet . mr galloway said next year expected general election local election year later party would turn east end london fortress . conservative liberal democrat chosen prospective parliamentary candidate bethnal green bow bangladeshi population make almost half electorate . telegraph sued libel mr galloway newspaper claimed received money saddam hussein regime iraq . newspaper said public interest publish claim based document found baghdad . mr justice eady said obliged compensate mr galloway ... make award purpose restoring reputation .,politics
web radio take spanish rap global spin radio dial u likely find plenty spanish language music . find much spanish language hip hop . hip hop rap actually quite popular spanish speaking world local artist trouble marketing work abroad . u company bringing rap hip hop en espanol computer user everywhere . los caballeros de plan g one mexico hottest hip hop act . devoted fan base native monterrey . mexican hip hop fan mention fan spanish speaking world rarely get chance hear group track radio . really go radio listen hip hop spanish ... accessible say manuel millan native san diego california . really hard spanish hip hop scene get mainstream radio . usually commercialised sound group really known around country around world . millan two friend set change wanted make group like los caballeros de plan g accessible fan globally . mainstream radio station going play kind music starting broadcast station economically impossible . millan friend launched website called latinohiphopradio.com . name say web based radio devoted hottest spanish language rap hip hop track . site english spanish meant easy navigate . user download medium player . dj . music streamed net free . suddenly help website los caballeros de plan g producing export quality rap . web might right medium spanish language hip hop right . genre millan call infant stage . production value improving artist argentina mustafa yoda pushing make better better . mustafa yoda currently one hottest track latinohiphopradio.com . considered eminem argentina latin american hip hop scene millan say . really much exposure far anywhere world definitely one look far becoming next big thing spanish speaking world . currently chilean group makisa also latinohiphopradio.com top 10 cuban artist papo record . every country got cultural difference try put song millan say . latinohiphopradio.com running couple month . site listener across spanish speaking world . right mexico lead way accounting 50 listener . web surfer spain logging well 25 web station traffic come . surprising many consider spain leader spanish language rap hip hop . millan say spain actually behind united state france term overall rap hip hop production . might changing though latin american artist finding audience . one spaniard still firmly latinohiphopradio.com top 10. name tote king manuel millan say hip hop leader spain . track uno contra veinte emcee one 20 emcee tote king show well aware fact . basically bragging one best emcee spain right millan say . pretty much true . tightest production rap flow impeccable amazing . latinohiphopradio.com hoping expand coming year . millan say want include music news world spanish language hip hop rap . clark boyd technology correspondent world bbc world service wgbh boston co production .,tech
brown name 16 march budget chancellor gordon brown deliver budget house common 16 march treasury announced . budget likely last general election 1230 gmt wednesday prime minister question time . annual event chancellor outline government taxation broader economic prediction . likely set much tax spending battleground election widely expected 5 may . next month budget mr brown eighth since labour came power 1997. may election called could little 18 day budget announcement date election . shortened finance bill would rushed parliament party support allow government continue collecting revenue . full finance bill budget measure would returned common election labour secures another term office . mr brown announced budget date short ministerial statement accountancy firm ernst young urged put politics aside focus long term requirement economy . budget given immediately last six election tax cut incumbent chancellor many case tax increased soon election result said aidan carroll e uk head tax .,politics
apple laptop greatest gadget apple powerbook 100 chosen greatest gadget time u magazine mobile pc . 1991 laptop chosen one first lightweight portable computer helped define layout future notebook pc . magazine compiled time top 100 list gadget includes sony walkman number three 1956 zenith remote control two . gadget needed moving part electronics warrant inclusion . magazine staff compiled list specified gadget also needed self contained apparatus used subset another device . general included item potentially mobile said magazine . end tried get heart really make gadget gadget concluded . oldest gadget top 100 abacus magazine date 190 a.d. put 60th place . pre electronic gadget top 100 include sextant 1731 59th position marine chronometer 1761 42nd position kodak brownie camera 1900 28th position . tivo personal video recorder newest device make top 10 also includes first flash mp3 player diamond multimedia well first successful digital camera casio qv 10 mobile phone motorola startac . popular gadget moment apple ipod number 12 list first sony transistor radio number 13. sony third entry top 20 cdp 101 cd player 1983. forget crystalline hiss free blast madonna like virgin emanating first cd player asked magazine . karl elsener knife swiss army knife 1891 number 20 list . gadget could said feature surprisingly low list include original telephone 23rd nintendo gameboy 25th pulsar quartz digital watch 36th . list also contains plenty oddity pez sweet dispenser 98th 1990s toy tamagotchi 86th bizarre ronco inside shell egg scrambler 84th . almost everyone mobile phone many people powerbook ipod finding magazine convincing . magnetic compass still use 1 000 year invented . amazed obsession individual gadget rather genre . example sony walkman first truly portable way listening music move whereas minidisc flash mp3 portable cd player etc . really improvement technology . favourite true gadget probably portable minidisc player little battery powered whizzy thing use froth coffee calm opinion list includes taser top 100 gadget suspect .... swiss army knife question . many item still relatively unchanged original idea still useful popular need laptop even pocket calculator work one list merely illustrates interesting cultural divide american author overwhelmingly british response . brit see mobile phone thirty sinclair whilst american focus apple tv remote tivo probably rather obscure europe . soda stream . gadget changed pre teen life . lap top may enable think different cant use get busy fizzy astro war one pioneer computer game remember spending many hour playing still work today however tried day rubbish still great gadget time . worry mobile phone . soon subsumed pda laptop etc . marine chronometer completely revolutionised navigation boat use century . time technological marvel sony net minidisc paved way mp3 player explode onto market . always used netmd could go anywhere without . laptop computer gadget working tool sinclair executive world first pocket calculator . think well . clockwork radio gps pocket calculator thing useful real people pc magazine editor . people created list insane surely important gadget modern age mobile phone revolutionised communication said niche market laptop . outside modern age marine chronometer single important gadget without modern transportation system would evolved quickly . everyone forgot breville pie maker interesting list . electronic gadget thousand journalist early 1980s blessed original noteboook pc tandy 100. size a4 paper light three week set battery excellent keyboard modem . pity tandy make do compatible . apple powerbook 100 date much gadget . surely something simple timeless tin opener swiss army knife safety razor blade wristwatch thing taking stone horse hoof mobile phone . single device effect way living short space time . ball point pen got one used common gadget ever . also many might grateful pocket calculator great improvement slide rule . casio pocket calculator played simple game made tinny noise also hot gadget 1980. true gadget could carried around shown . top 10 electronic toy list probably better reflection current high tech obsession anything else . say swiss army knife made 20. sinclair ql machine far ahead time . first home machine true multi taking o . shame marketing bad apple .. triumph fashion ... well everything else . utter rubbish . yes apple laptop sony walkman classic gadget . call sextant marine chronometer gadget rank le important tv remote control reveals quite shocking lack historical perspective . former literally helped change world vastly improving navigation see . latter seed around couch potato culture developed . competition . also put apple newton first palm pilot front runner portable computing possibly toshiba libretto reason . wish vulcan inc flipstart vapourware otherwise would top . laptop ever manage beat challenge wristwatch telephone mobile otherwise radio tv swiss army knife . far useful gadget . got mine 12 year ago . still wearing using lot stood test time . psion organiser series 3 . usable qwerty keyboard removable storage good set apps programmable . case design good battery hinge first think . great product innovation . first mobile pc voted best gadget reader ... err ... mobile pc keep putting obviously biased list site obviously mobile phone remote control reader le partisan publication would tell . motorola startac number one . mobile phone long notebook computer gadget either gone integrated communication device . psion series 3c first practical way carry info around ... would back sinclair spectrum without little beauty would never moved world earn living . put mobile phone high list . probably nokia model . sinclair spectrum 16k . plugged tv . game rubbish gave taste programming living . wish modern notebook even apple newest offering like pb100 . particularly disheartening demise trackball given way largely useless trackpad every notebook market today us . invariably inaccurate uncomfortable cumbersome use . congratulation apple deserved win,tech
brown shrug economy fear gordon brown freeze petrol duty increase fund £1bn package avoid big council tax rise boost childcare maternity leave . upbeat pre budget report slightly increased borrowing insisted economic target would met . chancellor also hailed longest period growth uk industrial history denied gloating . oliver letwin tory attacked government red tape debt dubbing mr brown sir wastealot . shadow chancellor said mr brown golden rule turned dross hand said borrowing spend invest predicted debt coming year totalling £170bn . mr letwin told mp tide going chancellor credibility . spending borrowing taxing much getting value taxpayer money . vincent cable liberal democrat accused mr brown ducking tough choice . said last week prime minister gave u politics fear week chancellor offered economics complacency . serious challenge ahead falling dollar rapid downturn uk housing market rising personal debt . confronted . mr brown rejected lib dem call open government book national audit office saying decision tax spending made minister . economist say forecast public finance wishful thinking . bbc economic editor evan davis said figure plausible also gamble . mr brown insistence gloating pointed rebuttal warning new european commissioner peter mandelson . speech set 10 year childcare strategy labour win next election . includes £285m cash injection extend paid maternity leave six month nine parent able transfer leave mother father . also promised increase free nursery education three four year old 15 hour april 2007. fund would provided keep school open 0800 1800gmt look child parent work . taken together measure would create welfare state truly family friendly first time history said mr brown . also announced cash hand older pensioner payment £50 70 part winter fuel allowance . move minister say keep council tax rise 5 next year chancellor said providing extra £1bn local council . money expected come government department health education . mr brown said set meet two fiscal rule borrow invest keep debt low sustainable economic cycle next . borrowing figure 2003 4 £35bn £2.5bn le £37.5bn predicted march budget already announced office national statistic . borrowing tipped fall £31bn 2005 06 still £2bn mr brown predicted march budget . inflation would 1.75 next year 2 year follow mr brown forecast . also pledged extra £105m security counter terrorism . business group welcomed effort improve competitiveness invest skill innovation . worry cost family friendly working . simon sweetman federation small business said proposal maternity leave clearly made general election mind little thought impact small employer .,politics
gizmondo gadget hit shelf gizmondo combined medium player phone gaming gadget go sale saturday . priced £229 handheld device debuting uk go sale u mainland europe next week . catalogue 20 game prepared gadget including great escape conflict vietnam . british backed gadget face stiff competition handheld gaming device made nintendo sony . gizmondo device pack lot function inside black cover aimed gamers want game playing gadget . used play game music track movie . take store digital photo used like mobile phone send text multimedia e mail message . phone service enable people send message provided pre pay vodafone account bundled device . also work gps global position system also used navigation aid support variety location based service . gprs bluetooth wireless data system onboard mean used multi player gaming . gadget available gizmondo store london regent street several retail partner . although device roll together impressive list function face serious competition three established name mobile gaming nintendo nokia sony . main competition likely come nintendo sony . nintendo d handheld went sale 11 march priced £99 cost far le gizmondo . also ready pool fan earlier nintendo handhelds draw . first two day sale europe 87 000 d handhelds sold better debut gamecube enjoyed . sony psp due make european debut march likely delayed month . psp due go sale u later month bundle including player accessory copy spiderman 2 expected cost $ 250 £129 . psp also play music movie support wireless multiplayer gaming . nokia n gage could also competitor telecommunication side . crams fully functional phone gadget also play game .,tech
telewest challenge sky plus cable firm telewest offer personal video recorder pvr set top box challenge sky plus . sky plus market leader field digital video recorder uk 474 000 subscriber . pvrs record tv programme hard drive letting viewer pause rewind live television effectively time shift viewing experience . number pvrs incorporating freeview digital terrestrial tv also market success limited . telewest pvr offer 160gb hard drive storage 80 hour programme . box three tuner mean viewer record two channel simultaneously watching third channel . sky plus box come two version 20gb version £99 160gb version £399 . sky also charge £10 subscription fee service unless viewer subscription one premium package . telewest yet reveal pricing new box charging subscription fee service . eric tveter president chief operating officer telewest broadband said make pvr set top box available later year putting stop missed soap interrupted film argument programme record . pvrs recordable dvd player set replace video recorder standard method recording saving favourite tv programme . last year high street retailer dixons said going stop selling vhs machine favour pvrs recordable dvd machine . sky said aim 25 subscriber using sky plus 2010 predicting 10 million total subscriber date . currently 7.4 million subscriber telewest provides digital cable 1.7 million customer .,tech
mcconnell detail scot wave toll least three people scotland died tsunami disaster three missing list first minister told msps . figure came statement jack mcconnell scottish parliament wednesday . formally expressed scotland sympathy victim indian ocean tidal wave killed 150 000. mr mcconnell went promise scotland would play part reconstruction effort . said provisional figure dead lost provided police . mr mcconnell said tragedy persuade everyone step fight global poverty change world better . said proud generous response people scotland disaster appeal expected soon top £20m . first minister also praised scottish water immediately flying bottled water five large generator disaster zone . scottish executive seconded 11 staff aid agency . said scotland long term help planned fishing community child service aid charity . said 2005 must year scotland showed clearly cared happened people elsewhere world whether asia africa . mr mcconnell went signal executive would play part make poverty history campaign mounted variety aid charity trade union church run g8 summit gleneagles july . edinburgh architect dominic stephenson became first scot confirmed victim asian tsunami . 27 year old holidaying thai island koh phi phi eileen lee 24. still missing .,politics
